Brand,Zap Enter Date,Gaming Compability,Operating System,Two in One,Weight,Series,CPU type,RAM Capacity,CPU speed,CPU model,CPU generation,Hard drive capacity,Hard drive Type,Optical Drive,Screen Size,Screen Resolution,Screen Type,FPS,Touch Screen,GPU,Web camera,Secutiry,Connectors,Wifi modal,Cellular modem,Min price,Max price,Page number,Memory type
Asus,2021,לא רלוונטי,Windows 11 Home,ללא,"1.6 ק""ג",לא רלוונטי,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,כולל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,600","2,649",69,DDR4
Dell,2021,לא רלוונטי,ללא,ללא,"1.42 ק""ג",Inspiron 5402,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LED,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,803","3,090",69,DDR4
Lenovo,2021,לא רלוונטי,Windows  10,ללא,"1.2 ק""ג",IdeaPad 1,AMD Athlon Silver,4 GB,לא זמין,3050e,לא זמין,64 GB,eMMC,לא כולל,11.6 אינטש,1366x768,LCD,60 Hz,ללא,Integrated AMD Radeon Graphics,כולל,לא כולל,"Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,619","1,619",69,DDR4
HP,2021,לא רלוונטי,Windows  10,ללא,"1.52 ק""ג",לא רלוונטי,Intel Core i5,8 GB,יעודכן בקרוב,1035G1,דור 10,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel UHD Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , אוזניות/מיקרופון , HDMI , Bluetooth , USB","802.11b , 802.11a , 802.11g , 802.11n , 802.11ac",לא כולל,"2,726","2,990",69,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"1.38 ק""ג",IdeaPad 5 Pro,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,14 אינטש,2880X1800,IPS,90 Hz,ללא,Integrated Intel Iris Xe Graphics,כולל,מצלמת IR,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,633","4,640",69,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.13 ק""ג",ThinkPad X1 Carbon,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","RJ-45 , USB-C , HDMI , Bluetooth , USB",802.11ax,כולל,"6,834","6,888",69,DDR4
Dell,2020,לא רלוונטי,Windows  10,מסך מסתובב,"1.55 ק""ג",Inspiron 14,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,כולל,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,837","3,841",69,DDR4
Asus,2021,לא רלוונטי,ללא,ללא,"2.0 ק""ג",TUF Dash,Intel Core i7,16 GB,3000Mhz,11370H,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,240 Hz,ללא,NVIDIA GeForce RTX 3060,לא כולל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"6,441","6,890",69,DDR4
Asus,מ 2022,לא רלוונטי,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,"2,742","2,743",69,יעודכן בקרוב
Lenovo,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"1.29 ק""ג",Yoga Slim 9,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,3840x2160,IPS,60 Hz,כולל,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,מצלמת IR,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , Bluetooth","WiFi 6 , 802.11ax",לא כולל,"7,645","8,890",69,DDR4
Lenovo,2021,לא רלוונטי,ללא,ללא,"2.2 ק""ג",IdeaPad L3,Intel Core i3,8 GB,3000Mhz,1115G4,דור 11,256 GB,SSD,כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel UHD Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,950","1,950",69,DDR4
HP,2020,לא רלוונטי,ללא,ללא,"1.86 ק""ג",לא רלוונטי,Intel Core i5,8 GB,יעודכן בקרוב,1035G1,דור 10,256 GB,SSD,DVDRW,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce MX110,1 מגה פיקסל,לא כולל,"RJ-45 , אוזניות/מיקרופון , HDMI , Bluetooth , USB","802.11b , 802.11g , 802.11n",לא כולל,"2,655","2,750",69,DDR4
Asus,2021,לא רלוונטי,Windows  10,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,Intel Core i5,8 GB,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,256 GB,יעודכן בקרוב,יעודכן בקרוב,15.6 אינטש,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,"2,658","2,684",69,יעודכן בקרוב
HP,מ 2022,לא רלוונטי,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,4700Mhz,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,"6,680","6,690",69,יעודכן בקרוב
Lenovo,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"2.5 ק""ג",Legion 7,Intel Core i7,32 GB,2300MHz,11800H,דור 11,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,165 Hz,ללא,NVIDIA GeForce RTX 3060,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"9,482","9,989",69,DDR4
HP,מ 2022,לא רלוונטי,ללא,ללא,"2.31 ק""ג",Omen,Intel Core i7,32 GB,2300MHz,11800H,דור 11,1000 GB,SSD,לא כולל,16.1 אינטש,2560x1440,IPS,165 Hz,ללא,NVIDIA GeForce RTX 3060,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"6,983","7,390",69,לא זמין
Asus,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"1.17 ק""ג",ZenBook 14,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,14 אינטש,לא זמין,LCD,60 Hz,ללא,Intel Iris Xe Graphics,כולל,מצלמת IR,"Thunderbolt , Card Reader , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"5,887","5,890",69,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"2.45 ק""ג",Precision 7560,Intel Core i7,32 GB,2300MHz,11800H,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA RTX A3000,כולל,לא כולל,"RJ-45 , DisplayPort , Card Reader , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"10,990","12,759",70,DDR4
Lenovo,2021,לא רלוונטי,Windows  10,מסך מסתובב,"1.8 ק""ג",IdeaPad Flex 5,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,Bluetooth,802.11ax,לא כולל,"3,790","3,890",70,DDR4
Lenovo,מ 2022,לא רלוונטי,ללא,ללא,"1.65 ק""ג",IdeaPad 3,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce MX350,1 מגה פיקסל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"2,690","2,690",70,DDR4
Dell,2021,לא רלוונטי,ללא,ללא,"1.78 ק""ג",vostro 3500,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,690","2,690",70,DDR4
Lenovo,2021,לא רלוונטי,ללא,ללא,"2.2 ק""ג",IdeaPad L3,Intel Core i3,4 GB,3000Mhz,1115G4,דור 11,256 GB,SSD,כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel UHD Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,690","1,690",70,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.64 ק""ג",Vostro 5502,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"RJ-45 , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"3,094","3,790",70,DDR4
Asus,2021,לא רלוונטי,ללא,ללא,"2.0 ק""ג",TUF Dash,Intel Core i7,16 GB,3000Mhz,11370H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,לא זמין,ללא,NVIDIA GeForce RTX 3060,לא כולל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth","WiFi 6 , 802.11ax",לא כולל,"5,299","5,590",70,DDR4
Asus,2021,לא רלוונטי,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,"2,699","2,840",70,יעודכן בקרוב
Lenovo,2021,לא רלוונטי,ללא,ללא,"2.2 ק""ג",IdeaPad L3,Intel Core i7,8 GB,2800Mhz,1165G7,דור 11,1000+256 GB,5400+SSD,כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,499","2,499",70,DDR4
HP,2020,לא רלוונטי,Windows  10,ללא,"2.35 ק""ג",Pavilion,Intel Core i7,16 GB,2600Mhz,10750H,דור 10,1000 GB,SSD,לא כולל,16.1 אינטש,1920x1080,לא זמין,60 Hz,ללא,NVIDIA GeForce GTX1660,כולל,לא כולל,"RJ-45 , USB-C , HDMI , USB",802.11ac,לא כולל,"5,800","6,490",70,DDR4
Lenovo,2020,לא רלוונטי,Windows 10 s,מסך נשלף,"0.89 ק""ג",IdeaPad Duet,Intel Celeron,4 GB,1100Mhz,N4020,דור 4,128 GB,eMMC,לא כולל,10.3 אינטש,1920x1200,IPS,60 Hz,כולל,Intel UHD Graphics 600,כולל,לא כולל,"DisplayPort , Card Reader , USB-C , Bluetooth , USB",802.11ac,לא כולל,"2,019","2,019",70,DDR4
Asus,2021,לא רלוונטי,ללא,ללא,"1.5 ק""ג",לא רלוונטי,Intel Core i3,8 GB,2100Mhz,8145U,דור 8,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics 620,1 מגה פיקסל,קורא טביעות אצבע,"VGA , RJ-45 , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,819","1,819",70,DDR4
Asus,2021,לא רלוונטי,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,"1,724","1,724",70,יעודכן בקרוב
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.53 ק""ג",Latitude 7520,Intel Core i7,16 GB,3000Mhz,1185G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,כולל,מצלמת IR,Bluetooth,"WiFi 6 , 802.11ax",לא כולל,"5,848","7,390",70,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.5 ק""ג",ThinkBook 14s Yoga ITL,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,975","4,318",70,DDR4
Asus,2021,לא רלוונטי,ללא,ללא,"1.7 ק""ג",לא רלוונטי,Intel Core i5,8 GB,יעודכן בקרוב,1035G1,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,כולל,לא כולל,"USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,780","2,790",70,DDR4
Dell,2021,לא רלוונטי,Windows  10,מסך מסתובב,"1.5 ק""ג",Inspiron 5410,Intel Core i7,16 GB,2900MHz,1195G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,כולל,NVIDIA GeForce MX350,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"4,981","5,290",70,DDR4
Lenovo,2021,לא רלוונטי,Windows 11 Home,ללא,לא זמין,IdeaPad Gaming 3,AMD Ryzen 7,8 GB,3200MHz,5800H,דור 4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,120 Hz,ללא,NVIDIA GeForce GTX 1650,1 מגה פיקסל,לא כולל,Bluetooth,לא זמין,לא כולל,"3,990","4,299",70,DDR4
Lenovo,2020,לא רלוונטי,Windows  10,ללא,"1.5 ק""ג",IdeaPad,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Intel Iris Plus Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,190","3,199",70,DDR4
Lenovo,2020,לא רלוונטי,Windows  10,ללא,"1.38 ק""ג",IdeaPad 5,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"2,990","2,999",70,DDR4
Lenovo,2021,לא רלוונטי,Windows  10,ללא,"1.65 ק""ג",IdeaPad 3,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce MX350,1 מגה פיקסל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"2,790","2,850",70,DDR4
Lenovo,2021,לא רלוונטי,Windows  10,ללא,"1.65 ק""ג",IdeaPad 3,AMD Ryzen 5,8 GB,2100Mhz,5500U,דור 4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Integrated AMD Radeon Graphics,1 מגה פיקסל,מצלמת IR,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"2,790","2,790",70,DDR4
Asus,2021,לא רלוונטי,ללא,ללא,"1.73 ק""ג",ExpertBook B1,Intel Pentium Gold,8 GB,2000Mhz,7505,דור 7,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,קורא טביעות אצבע,"VGA , RJ-45 , Thunderbolt , Card Reader , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"1,790","1,790",70,DDR4
Lenovo,2019,לא רלוונטי,Windows  10,מסך מסתובב,"1.35 ק""ג",YOGA,Intel Core i5,8 GB,יעודכן בקרוב,1035G1,דור 10,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,Intel Iris Graphics,1 מגה פיקסל,קורא טביעות אצבע,"USB-C , USB",כולל,לא כולל,"5,098","8,251",70,DDR4
Dell,2021,לא רלוונטי,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,"4,998","5,190",71,יעודכן בקרוב
Dell,2021,לא רלוונטי,Windows  10,ללא,"1.59 ק""ג",Vostro 3400,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , Card Reader , HDMI , Bluetooth , USB",כולל,לא כולל,"2,898","2,899",71,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.4 ק""ג",Latitude 5420,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris X Graphics,לא כולל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,099","5,300",71,DDR4
HP,2021,לא רלוונטי,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,"4,000","4,200",71,יעודכן בקרוב
Asus,2021,לא רלוונטי,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,"1,800","1,800",71,יעודכן בקרוב
Dell,2021,לא רלוונטי,Windows  10,ללא,"1.78 ק""ג",Vostro 3500,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , HDMI , Bluetooth , USB",802.11ac,לא כולל,"3,008","3,090",71,DDR4
HP,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"2.35 ק""ג",ZBook Fury,Intel Core i9,32 GB,2500Mhz,11900H,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,NVIDIA RTX A3000,1 מגה פיקסל,מצלמת IR,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"11,927","12,135",71,לא זמין
HP,2021,לא רלוונטי,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,2800Mhz,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,"3,827","3,829",71,יעודכן בקרוב
HP,מ 2022,לא רלוונטי,Windows  10,ללא,"2.46 ק""ג",Victus,Intel Core i7,16 GB,2300MHz,11800H,דור 11,1000 GB,SSD,לא כולל,16.1 אינטש,2560x1440,IPS,144 Hz,ללא,NVIDIA GeForce RTX 3050,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"4,939","5,790",71,DDR4
HP,2021,לא רלוונטי,Windows 10 PRO,מסך מסתובב,"1.45 ק""ג",ProBook x360,AMD Ryzen 5,8 GB,2300MHz,4500U,דור 3,512 GB,SSD,לא כולל,13.3 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated AMD Radeon Graphics,1 מגה פיקסל,לא זמין,"DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"3,846","3,850",71,DDR4
Asus,2021,לא רלוונטי,ללא,ללא,"1.7 ק""ג",לא רלוונטי,Intel Core i7,8 GB,יעודכן בקרוב,8565U,דור 8,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics 620,1 מגה פיקסל,קורא טביעות אצבע,"VGA , RJ-45 , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,950","3,872",71,DDR4
Lenovo,2021,לא רלוונטי,Windows  10,לא רלוונטי,"1.4 ק""ג",IdeaPad Slim,AMD A6,4 GB,לא זמין,9220E,לא זמין,64 GB,eMMC,לא כולל,14 אינטש,1366x768,LCD,60 Hz,ללא,Integrated AMD Radeon R4,0.3 מגה פיקסל,לא כולל,"Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,850","1,850",71,DDR4
HP,2021,לא רלוונטי,Windows  10,ללא,לא זמין,ProBook,AMD Ryzen 5,8 GB,לא זמין,4500U,לא זמין,256 GB,לא זמין,לא כולל,14 אינטש,1366x768,LED,לא זמין,ללא,לא זמין,כולל,לא כולל,Bluetooth,כולל,לא כולל,"2,852","2,938",71,DDR4
HP,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"1.32 ק""ג",Elitbook x360,Intel Core i7,32 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,Intel Iris X Graphics,לא זמין,לא כולל,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"8,956","9,490",71,לא זמין
Acer,2020,לא רלוונטי,Windows  10,מסך מסתובב,"1.2 ק""ג",Spin 5,Intel Core i7,16 GB,1300Mhz,1065G7,דור 10,512 GB,לא זמין,לא כולל,13.5 אינטש,2256x1504,LED,60 Hz,כולל,Intel Iris Graphics,כולל,קורא טביעות אצבע,"USB-C , HDMI , USB",כולל,לא כולל,"5,664","6,189",71,DDR4
HP,2020,לא רלוונטי,Windows  10,ללא,"1.47 ק""ג",לא זמין,Intel Core i5,8 GB,יעודכן בקרוב,1035G1,דור 10,256 GB,SSD,לא כולל,14 אינטש,1920x1080,לא זמין,60 Hz,ללא,Intel HD Graphics 620,כולל,לא כולל,"USB-C , HDMI , USB",כולל,לא כולל,"3,270","3,614",71,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.6 ק""ג",לא רלוונטי,Intel Core i7,8 GB,1300Mhz,1065G7,דור 10,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Integrated Intel Iris Plus Graphics,כולל,לא כולל,"Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth",802.11ac,לא כולל,"3,088","3,195",71,DDR4
Acer,2020,לא רלוונטי,Windows  10,ללא,"1.6 ק""ג",Swift 3,Intel Core i3,8 GB,2100Mhz,10110U,דור 10,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LED,60 Hz,ללא,Intel UHD Graphics,כולל,קורא טביעות אצבע,"USB-C , HDMI , USB",כולל,לא כולל,"3,089","3,090",71,DDR4
Asus,2021,לא רלוונטי,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,"2,889","2,890",71,יעודכן בקרוב
